ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2 STSUFX2,,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10002,79,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,21
10002,84,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,45
10002,86,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,44
10002,87,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,22
10002,91,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,24
10002,93,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,25
10002,95,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,348,26
10002,97,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,27
10002,99,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,348,28
10002,101,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,29
10002,105,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,31
10002,107,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,32
10002,141 TO 161,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,SECTION 610 OF PHFL,,346,7501
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10002,201,CLINTON,ST,219,E BROADWAY,,NEW YORK,62 MULTIPLE DWELLING A,,,285,16
10002,204 TO 206,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,286,1
10002,207,CLINTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,285,15
10002,1 TO 7,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,ROOMING HOUSE,,424,12
10002,9 TO 11,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,424,26
10002,10,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,425,41
10002,12,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,425,41
10002,14,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,425,40
10002,46,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,420,74
10002,47 TO 53,DELANCEY,ST,141,ELDRIDGE,ST,NEW YORK,62 MULTIPLE DWELLING A,,,419,63
10002,55,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,414,5
10002,61,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,414,18
10002,101,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,409,43
10002,168 1/2,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,76
10002,170,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,74
10002,174,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,348,72
10002,175,DELANCEY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,347,7501
10002,13,DIVISION,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,281,59
10002,19,DIVISION,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,281,55
10002,51,DIVISION,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,281,30
10002,113,DIVISION,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,92
10002,115,DIVISION,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,91
10002,123,DIVISION,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,87
10002,136 TO 138,DIVISION,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,294,28
10002,139,DIVISION,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,79
10002,143,DIVISION,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,283,77
10002,24,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING B,,,281,10
10002,26,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,281,11
10002,29,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,46
10002,38,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,281,17
10002,54,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,281,25
10002,56,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,281,26
10002,60,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,281,28
10002,61,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,30
10002,64,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING B,,,281,30
10002,66,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,281,31
10002,92,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,282,53
10002,94,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,282,54
10002,95,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,282,30
10002,96,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,282,55
10002,99,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,282,28
10002,101,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,282,27
10002,125,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,43
10002,126,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,54
10002,127,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,41
10002,129,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,40
10002,133,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,38
10002,137,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,36
10002,139,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,35
10002,144,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,63
10002,146,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,64
10002,150,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,66
10002,152,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING B,,,283,67
10002,154,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,68
10002,158,E BROADWAY,,30,CANAL,ST,NEW YORK,62 MULTIPLE DWELLING A,,,283,70
10002,160,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,71
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10002,162,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,72
10002,167,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,284,27
10002,169,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,284,26
10002,171,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,284,25
10002,181,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING B,,,284,20
10002,189,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,284,16
10002,211,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,285,20
10002,221,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,286,40
10002,243,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,286,29
10002,245,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,286,28
10002,251,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,286,25
10002,253,E BROADWAY,,,,,NEW YORK,62 MULTIPLE DWELLING A,,,286,24
10002,137,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,422,48
10002,179,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,417,54
10002,217,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,412,58
10002,250,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,397,7503
10002,255 TO 259,E HOUSTON,ST,171,SUFFOLK,ST,NEW YORK,62 MULTIPLE DWELLING A,,,355,54
10002,273 TO 275,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,350,14
10002,279,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,350,16
10002,283,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,350,17
10002,305,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,350,56
10002,319,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,345,11
10002,325,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,345,14
10002,331,E HOUSTON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,345,17
10002,2,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,293,28
10002,5,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,292,29
10002,9,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,292,27
10002,13,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,292,25
10002,15,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,292,24
10002,17,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,292,23
10002,19,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,ROOMING HOUSE,,292,22
10002,21,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,292,21
10002,26,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,293,10
10002,38,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,300,3
10002,42,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,300,4
10002,44,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,300,5
10002,46,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,300,6
10002,67,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,35
10002,73,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,32
10002,75,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,31
10002,81,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,28
10002,84,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,307,11
10002,85,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,26
10002,86,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,307,12
10002,89 TO 91,ELDRIDGE,ST,289,GRAND,ST,NEW YORK,62 MULTIPLE DWELLING A,,,306,23
10002,106,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,413,1
10002,108 TO 110,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,413,2
10002,109,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,418,47
10002,111,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,418,46
10002,112 TO 114,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,413,4
10002,115,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,418,44
10002,116,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,413,6
10002,118,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,413,8
10002,127,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,419,71
10002,129,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,419,70
10002,131,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,419,69
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10002,135 TO 137,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,419,66
10002,136,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,414,2
10002,138,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,414,3
10002,139,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,419,65
10002,161,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,420,70
10002,163,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,420,70
10002,176,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,415,12
10002,180,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,415,12
10002,231,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,422,64
10002,235,ELDRIDGE,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,422,62
10002,13,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,297,22
10002,15,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,297,22
10002,17,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,297,21
10002,21,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,297,19
10002,23,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,297,18
10002,27 1/2,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,32
10002,29,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,31
10002,31,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,30
10002,33,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,29
10002,39,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,26
10002,41,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,25
10002,43,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,24
10002,45,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,23
10002,47,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,310,22
10002,49,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,21
10002,115,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,410,55
10002,140,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,354,1
10002,141,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,411,63
10002,143,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,411,61
10002,145,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,411,61
10002,147,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,411,60
10002,153 TO 155,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,411,7504
10002,159,ESSEX,ST,118,STANTON,ST,NEW YORK,62 MULTIPLE DWELLING A,,,412,73
10002,179,ESSEX,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,412,62
10002,28,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,292,10
10002,62 TO 64,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,1
10002,68,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,4
10002,70,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,306,5
10002,72,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,6
10002,74,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,7
10002,76,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,8
10002,78,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,306,9
10002,100 TO 102,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,418,32
10002,104,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,418,34
10002,120,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,419,46
10002,122,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,419,47
10002,124,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,419,48
10002,146,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,420,43
10002,148,FORSYTH,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,420,44
10002,282,GRAND,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (16),,418,51
10002,337,GRAND,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,309,18
10002,23,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,1
10002,25,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,2
10002,26,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,277,45
10002,27,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,3
10002,28,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,277,44
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10002,29,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,4
10002,30,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,277,43
10002,31,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,5
10002,32,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,HPD,,277,42
10002,33,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,6
10002,35,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,7
10002,37,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,280,8
10002,39,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,9
10002,41,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,280,10
10002,43,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,11
10002,44,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,277,36
10002,45,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,280,13
10002,52,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,277,32
10002,54,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,277,31
10002,56,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,277,30
10002,58,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,277,29
10002,83,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,282,7
10002,91,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,282,11
10002,93,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,282,12
10002,105,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,49
10002,111,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,3
10002,113,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,4
10002,117,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,5
10002,119,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,6
10002,121,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,7
10002,123,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,8
10002,125,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,9
10002,127,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,10
10002,131,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,12
10002,133,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,283,13
10002,142,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,273,7501
10002,146,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,271,61
10002,150,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,271,59
10002,160,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,271,54
10002,162,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,271,53
10002,164,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,271,52
10002,166,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,271,51
10002,168,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,271,50
10002,170 TO 172,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,271,48
10002,173 TO 177,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,284,11
10002,191,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,285,7
10002,195,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,285,9
10002,199,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,285,11
10002,211,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,286,2
10002,213,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,286,3
10002,217,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,286,5
10002,219,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,286,6
10002,221,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,286,7
10002,233 TO 235,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,286,13
10002,237,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,286,15
10002,243,HENRY,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,286,18
10002,44,HESTER,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,297,16
10002,56,HESTER,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,298,18
10002,58 TO 62,HESTER,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,298,15
10002,83,HESTER,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,308,28
10002,145,HESTER,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,304,1
ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY STATUS1,STATUS2,STATUS3,BLOCK,LOT
10002,26,JEFFERSON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,271,47
10002,38,JEFFERSON,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-G,,271,46
10002,13 TO 15,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,298,26
10002,17,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,298,25
10002,29 TO 31,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,298,18
10002,34,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,310,40
10002,36,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,2
10002,38,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,3
10002,40,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,4
10002,41 TO 43,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,309,26
10002,48,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,310,7
10002,53,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,309,21
10002,65,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,408,21
10002,67,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,408,20
10002,69,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,408,19
10002,77 TO 79,LUDLOW,ST,243,BROOME,ST,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),COOP/CONDO PLAN FILE,408,7502
10002,81 TO 83,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,421-A (1-15),,409,26
10002,85,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,409,23
10002,87,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,409,22
10002,109,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,410,25
10002,110,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,410,37
10002,115,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,410,23
10002,117,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,ROOMING HOUSE,,410,22
10002,119,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING B,,,410,21
10002,122,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,410,43
10002,123,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,410,18
10002,124,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,410,44
10002,126,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,410,46
10002,127,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,410,17
10002,132,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,411,75
10002,138 TO 140,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,411,42
10002,143,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,411,27
10002,150,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,J-51,,411,45
10002,151,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,411,23
10002,153,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,411,21
10002,163,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,412,34
10002,164,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,GARDEN COMPLEX,,412,41
10002,165,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,412,33
10002,167,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,,,412,32
10002,168,LUDLOW,ST,,,,NEW YORK,62 MULTIPLE DWELLING A,J-51,,412,42
